Haltestelle;Name;Kurzname;Haltestellenbereich;XKoordinate;YKoordinate;Betriebsbereich;Linien
98421;Langenbergstr.;LBS;984;6.88819;51.03467;BUS;181
98422;Langenbergstr.;LBS;984;6.88819;51.03467;BUS;181
98521;Staffelbergstr.;SFB;985;6.88401;51.03402;BUS;181
98522;Staffelbergstr.;SFB;985;6.88401;51.03402;BUS;181
98621;Helaweg;HEL;986;6.89131;51.03316;BUS;181
98622;Helaweg;HEL;986;6.89131;51.03316;BUS;181
98721;Okerstr.;OKE;987;6.88816;51.03045;BUS;181
98722;Okerstr.;OKE;987;6.88816;51.03045;BUS;181
98821;Swinestr.;SWS;988;6.89359;51.03086;BUS;181
98822;Swinestr.;SWS;988;6.89359;51.03086;BUS;181
98921;Moldaustr.;MDS;989;6.8897;51.02569;BUS;181
98922;Moldaustr.;MDS;989;6.8897;51.02569;BUS;181
99021;Max-Planck-Str. West;MPW;990;6.84573;50.92013;BUS;143
99121;Max-Planck-Str. Nord;MPN;991;6.84876;50.92286;BUS;143
99221;Max-Planck-Str. Ost;MPO;992;6.85338;50.92117;BUS;143
99321;Gewerbegebiet Marsdorf;GWM;993;6.85038;50.92064;BUS;143
99322;Gewerbegebiet Marsdorf;GWM;993;6.85038;50.92064;BUS;143
99421;Emmy-Noether-Str.;ENS;994;6.85083;50.91724;BUS;143
99422;Emmy-Noether-Str.;ENS;994;6.85133;50.91576;BUS;143
99521;Badische Allee;BAD;995;6.85334;50.91394;BUS;143
99522;Badische Allee;BAD;995;6.85191;50.91434;BUS;143
99621;Horbeller Str.;HOR;996;6.85864;50.91526;BUS;143
99622;Horbeller Str.;HOR;996;6.85888;50.9158;BUS;143
99721;Else-Lang-Str.;ELA;997;6.86954;50.92386;BUS;136
99722;Else-Lang-Str.;ELA;997;6.86942;50.92427;BUS;136
99822;Erich-Deuser-Str.;EDE;998;6.85782;50.92566;BUS;136 143 148 173
527421;Gleueler Str.;GSB;5274;6.81945;50.89787;BUS;145
527422;Gleueler Str.;GSB;5274;6.81838;50.89831;BUS;145
544721;Hürth-Kalscheuren Bf.;HKB;5447;6.91077;50.87569;BUS;192
544722;Hürth-Kalscheuren Bf.;HKB;5447;6.91078;50.87568;BUS;192
720621;Am Kreuzweg;AKRW;7206;6.92167;50.86855;BUS;192
720622;Am Kreuzweg;AKRW;7206;6.92179;50.86854;BUS;192
751121;Rodenkirchener Str.;RKS;7511;6.91414;50.87661;BUS;192
751122;Rodenkirchener Str.;RKS;7511;6.91428;50.87667;BUS;192
875621;Blumenberg S-Bahn;BLU;8756;6.88395;51.03776;BUS;120
875622;Blumenberg S-Bahn;BLU;8756;6.88395;51.03776;BUS;120
957421;Chorweiler Nord;CWN;9574;6.89399;51.02779;BUS;181
957422;Chorweiler Nord;CWN;9574;6.89399;51.02779;BUS;181
